target,source,weight
TAOK2,ERM,0.543258642
ITGB1,ERM,1.579751814
ARID5B,ERM,1.104663233
TMCO3,ERM,1.197455346
LATS2,ERM,0.568738741
LPHN3,ERM,1.960081987
PRSS23,ERM,1.503221697
PIP4K2A,ERM,0.919062344
FREM2,ERM,1.65802592
CRIM1,ERM,1.343638706
IPMK,ERM,1.804389613
PLBD2,ERM,1.66225287
GXYLT1,ERM,1.730002566
CSNK1G3,ERM,0.6844357
MIPOL1,ERM,-0.240758536
EXT2,ERM,0.871484665
TMEM18,ERM,-0.030548858
NEK7,ERM,1.033228488
FER,ERM,1.53537918
VIPAS39,ERM,0.38583325
ANKRD50,ERM,0.745059166
UPF2,ERM,0.878184852
EPS8,ERM,0.632868247
FAM160B1,ERM,0.503845005
ADAM17,ERM,1.259442858
WWC2,ERM,0.333193617
BICD1,ERM,1.163909311
NBAS,ERM,1.029145982
GUF1,ERM,0.854922891
SACS,ERM,0.272990291
PABPC3,ERM,-0.70106243
DST,ERM,1.738528263
TIAL1,ERM,0.013153513
TMEM56,ERM,2.048711027
FAM168B,ERM,0.874590309
AC093838.4,ERM,-0.943371797
MGAT5,ERM,2.089230007
GPATCH11,ERM,0.899861737
POU4F1,ERM,0.061533809
RNF219,ERM,1.215160456
EPG5,ERM,-0.278304216
C18orf25,ERM,0.881854683
PDK1,ERM,-0.210324674
PDE3B,ERM,1.968890002
TGOLN2,ERM,1.963064856
UHMK1,ERM,0.948536837
TADA1,ERM,-0.774929698
CWF19L2,ERM,0.564675745
JMY,ERM,0.088788106
HOMER1,ERM,1.068416792
USP12,ERM,0.758335355
CCDC50,ERM,-0.088756208
PAN3,ERM,0.543039232
TMEM123,ERM,1.70648292
GJA1,ERM,0.917473301
SLC30A6,ERM,1.606300934
SAR1B,ERM,1.11410783
GPR180,ERM,1.614840851
UTRN,ERM,1.033235868
PTPRK,ERM,1.555501161
PLOD2,ERM,1.403008705
GPR125,ERM,1.124595711
SREK1IP1,ERM,0.993032165
TXNDC11,ERM,0.930341813
BCL2L11,ERM,1.03909594
CLGN,ERM,1.166765029
RASSF3,ERM,0.94149639
RANBP2,ERM,1.025141913
TMEM87B,ERM,1.773104458
RBMS1,ERM,0.854670445
LPCAT1,ERM,1.60626944
UBALD1,ERM,-0.280623948
RMND5A,ERM,0.929847677
ZDHHC7,ERM,1.213580574
TRIP12,ERM,0.933986326
CEBPG,ERM,0.89717719
SREK1,ERM,-0.007254537
CHD1,ERM,0.802013489
DGKE,ERM,2.197930689
HS2ST1,ERM,2.067565806
MSI2,ERM,0.957834314
CACNA2D1,ERM,0.923133424
NUS1,ERM,1.145527628
IMPACT,ERM,-0.132061385
TBCEL,ERM,0.465390411
FAM105B,ERM,0.639738518
TBRG1,ERM,0.233649933
CC2D1B,ERM,-0.496935551
MIA3,ERM,1.588577957
TRIM11,ERM,-0.412687958
CCSAP,ERM,0.952154549
CXADR,ERM,1.967256856
GABPA,ERM,0.442675262
ADAMTS1,ERM,1.363535553
TSEN2,ERM,0.619826802
FLCN,ERM,-0.113095613
SKA1,ERM,1.176108495
RAB6B,ERM,0.021563636
ACSS1,ERM,-1.893724627
ANKRD40,ERM,0.976018182
VOPP1,ERM,1.232536647
APOOL,ERM,0.961894473
CYP2U1,ERM,1.769883028
AGPAT5,ERM,1.347640709
MARVELD1,ERM,0.829637078
ZFYVE27,ERM,1.194514149
SLC25A28,ERM,0.420643291
HSPA13,ERM,1.396564919
USP25,ERM,0.070355323
RHOC,ERM,-1.288645091
SLC16A1,ERM,1.504150586
LARP1,ERM,0.661341689
MIER3,ERM,0.786439516
ZKSCAN2,ERM,1.501803277
PDIA4,ERM,0.639455786
FAM126B,ERM,1.09101497
FZD7,ERM,1.10014351
FMN2,ERM,1.373415463
PPARGC1B,ERM,0.669854982
SLC26A2,ERM,2.325166046
LSM11,ERM,0.83281991
PSD3,ERM,0.722036465
DCK,ERM,-1.38293987
ADAMTS3,ERM,2.072232463
DPY19L4,ERM,1.461900221
NDUFAF6,ERM,-0.66009546
N6AMT1,ERM,0.445103322
CDK20,ERM,-1.007388052
PCGF6,ERM,-1.877703901
ANKRD9,ERM,0.975752485
SFXN2,ERM,-0.222120055
PTDSS1,ERM,1.289779501
SUPV3L1,ERM,0.032428935
TYSND1,ERM,-0.874935989
CD109,ERM,1.61822603
ZDHHC5,ERM,1.777877783
ZFAND3,ERM,0.9617697
NPTN,ERM,0.512689074
KAT6B,ERM,0.828454738
SAMD8,ERM,1.746683044
BAG4,ERM,1.0641559
ATAD2,ERM,0.635262549
PHKG2,ERM,-1.255164191
SASS6,ERM,0.791608214
ZIC3,ERM,-0.644321687
EXOG,ERM,-0.737615841
SMG1,ERM,0.123994138
FCHO2,ERM,0.394727754
C1orf27,ERM,1.285506688
LRP8,ERM,0.64836255
PAXIP1,ERM,0.101584842
SSBP3,ERM,-0.235567222
CLDN12,ERM,1.21616577
GATAD1,ERM,0.110180176
ST3GAL2,ERM,1.25370573
FUK,ERM,-0.687856387
KIT,ERM,1.227542305
AASDH,ERM,-0.616271498
DYRK1A,ERM,0.730804302
TSPAN18,ERM,0.393602564
SLC35B2,ERM,0.247223721
TMEM164,ERM,1.257266402
TAB3,ERM,0.879758839
SLC38A10,ERM,1.440689308
ZNF618,ERM,0.753875364
C9orf91,ERM,1.269040506
UBN2,ERM,1.338531148
BRAF,ERM,0.365794389
SLC37A3,ERM,1.236468717
DPYSL5,ERM,0.714640972
FAM213B,ERM,-0.165963557
C12orf43,ERM,0.655851156
RER1,ERM,0.735781266
UBXN11,ERM,-1.199030888
RHPN1,ERM,-1.213043624
CNNM4,ERM,1.28635142
EYA3,ERM,0.703021598
MRAS,ERM,0.004117809
COLEC12,ERM,0.446928838
CUL4B,ERM,0.451211139
MITD1,ERM,-2.986620766
EIF5B,ERM,0.214887643
TSPAN33,ERM,1.01735799
AHCYL2,ERM,1.065489596
B4GALT5,ERM,1.892909249
TSR2,ERM,-0.117463714
ZC3H18,ERM,0.166980571
TMED4,ERM,0.625021842
PPP1R15B,ERM,1.663426713
AGPAT6,ERM,0.961453633
ZSCAN12,ERM,1.140016721
ELK4,ERM,0.807544282
F11R,ERM,2.178252245
ZNF276,ERM,0.554633891
PINK1,ERM,-0.910553293
B4GALT3,ERM,0.496957813
FAM160B2,ERM,0.296982233
CACHD1,ERM,1.423413384
PAXBP1,ERM,-0.573175587
IFNAR2,ERM,1.462408941
SON,ERM,0.106529307
SV2A,ERM,1.538275075
HLCS,ERM,0.896588467
ADPGK,ERM,0.801020722
ALDH4A1,ERM,-0.156298992
STARD9,ERM,-1.210982439
UBR1,ERM,1.264239261
AMFR,ERM,0.649134014
RSPRY1,ERM,0.591568509
ARHGAP35,ERM,0.814153345
CALM3,ERM,0.302407896
IQCC,ERM,-0.499860933
BSDC1,ERM,-0.244327478
ATAD3B,ERM,-0.224154879
VMA21,ERM,1.091481737
WDR4,ERM,0.289465797
CBS,ERM,-0.135373674
PDXK,ERM,0.311699893
G6PD,ERM,-0.156893652
AGPAT3,ERM,1.259719868
C21orf2,ERM,-1.70191936
LRRC3,ERM,1.94713147
LSS,ERM,-0.341209535
VAV2,ERM,0.305057612
MCM3AP,ERM,0.212927003
C21orf58,ERM,0.281780211
PCNT,ERM,0.884605277
DIP2A,ERM,-0.263760158
ZNF714,ERM,0.983349636
PKN3,ERM,-0.457698622
TAOK1,ERM,1.006820654
SIK3,ERM,0.391660506
PCSK7,ERM,0.900675455
CHTOP,ERM,-0.930035252
ZBTB7B,ERM,0.403178242
NLRX1,ERM,0.243627959
ANO10,ERM,1.175612202
SLC25A44,ERM,1.191073771
NBEAL2,ERM,-1.692597281
IER2,ERM,-0.382983757
ZNF394,ERM,0.116869391
CPSF4,ERM,-0.493013943
TONSL,ERM,-0.638926742
MUM1,ERM,-0.151380824
RECQL4,ERM,-0.677448737
LRRC14,ERM,0.422967497
PPP1R16A,ERM,-0.826238473
C5orf45,ERM,-0.616361842
MFSD12,ERM,0.658264568
FDXR,ERM,-1.205178543
ALDH16A1,ERM,-1.751852741
ITGA5,ERM,1.075694941
ZNF385A,ERM,-0.658077155
MPP3,ERM,-1.085384584
EMC10,ERM,0.668175043
FAM171A2,ERM,1.328737561
DBF4B,ERM,-0.285719677
LARP4,ERM,1.014993323
LEMD2,ERM,0.831352727
WDR90,ERM,-0.727560295
C16orf59,ERM,-1.436981145
AMDHD2,ERM,-1.132380713
PAQR4,ERM,1.037695469
ADCY9,ERM,1.662511144
CLPB,ERM,0.623127495
NEU3,ERM,0.761807919
CYB561A3,ERM,0.33475748
TAF6L,ERM,-1.995392452
LRP5,ERM,1.176482266
ZYG11B,ERM,0.874694679
PPAP2B,ERM,1.110243768
PRKAA2,ERM,0.973269413
KLHL21,ERM,0.167890356
GMEB1,ERM,0.921566883
SEPN1,ERM,0.81815862
AK4,ERM,0.080839011
RAVER2,ERM,-0.328768381
PDPN,ERM,1.578970664
SDC3,ERM,1.455297934
KIAA1522,ERM,0.698777133
C1orf86,ERM,-0.809188
NFIA,ERM,1.161794307
OMA1,ERM,-0.460876178
MYSM1,ERM,0.483120474
FUBP1,ERM,-0.090582126
DNAJB4,ERM,1.105318852
FAM102B,ERM,0.87035892
ATXN7L2,ERM,-0.120190543
ZNF326,ERM,0.113879709
EXTL2,ERM,1.061741187
SLC30A7,ERM,1.350856817
PEA15,ERM,1.045383141
NCSTN,ERM,0.398360173
VANGL2,ERM,1.469773289
FLVCR1,ERM,1.749889825
RBM15,ERM,0.963560547
BPNT1,ERM,-0.106688748
BROX,ERM,0.470291209
ACP6,ERM,-0.756116025
PPP1R21,ERM,-0.260125658
B3GALNT2,ERM,1.542218121
C2orf47,ERM,-1.739543368
ARL5A,ERM,0.878461497
SGCB,ERM,1.613756988
SMARCAD1,ERM,0.641128497
RNF149,ERM,0.679631956
FZD5,ERM,2.226088522
DCAF16,ERM,0.585268836
PAQR3,ERM,1.088348552
ANTXR2,ERM,1.883028198
PBXIP1,ERM,0.936666544
PYGO2,ERM,0.329391905
HIPK1,ERM,0.817377944
KBTBD8,ERM,1.428525126
EOGT,ERM,1.664264141
POGLUT1,ERM,1.041841193
ATP1A1,ERM,0.863558409
EIF4E3,ERM,0.362054904
LRRC58,ERM,0.731101349
FSTL1,ERM,1.729826768
KRTCAP2,ERM,-0.85081873
KIAA1524,ERM,0.358456856
TGFBR2,ERM,1.130823776
ANKZF1,ERM,-2.627292862
STT3B,ERM,1.155871658
PPM1L,ERM,2.135516318
RYBP,ERM,1.051079879
PPP4R2,ERM,0.470861363
C3orf17,ERM,0.772127685
SPICE1,ERM,-0.978663898
WDFY3,ERM,1.415046672
ATXN7,ERM,0.931267932
PPM1K,ERM,0.697045318
CCNL1,ERM,-1.365679844
RPP14,ERM,0.83069898
ABHD6,ERM,1.010639241
CRELD1,ERM,-0.02824622
U2SURP,ERM,0.469417038
TTC14,ERM,0.315561962
SNRK,ERM,1.194863637
SLC4A1AP,ERM,-0.183017173
ZDHHC3,ERM,0.813718372
FYCO1,ERM,1.137702161
YEATS2,ERM,1.295570696
SNIP1,ERM,0.550434068
TMEM41A,ERM,1.55131186
RPN1,ERM,0.538825075
SFMBT1,ERM,0.848412705
PBRM1,ERM,0.870471621
FAM208A,ERM,0.320081273
ARHGEF3,ERM,0.133662885
UBXN7,ERM,0.75487129
ZNF691,ERM,-0.379564497
SGMS2,ERM,1.5950153
DNAJB14,ERM,1.927223783
ZNF589,ERM,0.394035342
SHISA5,ERM,0.673667671
INTU,ERM,0.173513483
RNF123,ERM,-0.731685888
MFSD8,ERM,1.506859816
C4orf29,ERM,0.99324349
RAD54L2,ERM,0.618980775
MAP9,ERM,0.965801641
CEP44,ERM,0.594514602
ABCE1,ERM,0.364777314
TMEM184C,ERM,1.789219592
TMEM161B,ERM,0.794855109
ELOVL7,ERM,1.735005158
LMBRD2,ERM,1.92508445
NIPBL,ERM,0.765840239
SLC25A46,ERM,0.968520988
STARD4,ERM,0.646307832
PGGT1B,ERM,0.721621501
NDUFS4,ERM,-1.058224136
ARSK,ERM,1.364582153
GPX8,ERM,1.785826693
SERINC5,ERM,1.829791159
GFM2,ERM,0.039762297
CCDC127,ERM,0.775925913
SEPT8,ERM,0.326709723
DCBLD1,ERM,1.741050755
PDSS2,ERM,0.212753689
STXBP5,ERM,0.694318495
DAGLB,ERM,1.685662779
GALNT10,ERM,1.893895905
ZNF12,ERM,1.096929767
USP49,ERM,0.327484856
ZNF704,ERM,0.465213017
LMTK2,ERM,2.223736446
CTSB,ERM,1.278085492
ADCY1,ERM,1.211421101
EN2,ERM,0.692369179
SUN1,ERM,1.09606236
OXR1,ERM,0.900631614
SLC4A2,ERM,0.880823563
FASTK,ERM,-0.930299824
TMUB1,ERM,0.873573646
C7orf55,ERM,-1.934657966
FOXK1,ERM,0.860993551
FZD6,ERM,1.399129539
KIAA1429,ERM,0.793818197
TMEM67,ERM,0.14802878
SNAPC3,ERM,-0.58651714
KIAA1161,ERM,2.331605805
METTL2B,ERM,0.998936526
HGSNAT,ERM,1.080995316
RASEF,ERM,0.909021856
ANKS6,ERM,0.034296526
TMEM246,ERM,1.102437597
ZHX1,ERM,0.937462998
KIAA1958,ERM,1.171757754
PIGA,ERM,0.299082967
WNK2,ERM,0.078928004
ATP7A,ERM,1.808049003
PIGO,ERM,-0.166807475
BRWD3,ERM,1.529029094
SLITRK5,ERM,1.6806171
DDX26B,ERM,0.030072051
MARCH8,ERM,1.017845945
GTF2A1,ERM,1.202996776
ZCCHC24,ERM,0.630279316
REEP3,ERM,1.878291117
MICU2,ERM,-1.065417998
PCF11,ERM,0.408087356
PKNOX2,ERM,0.233093162
ZNF22,ERM,-0.143507139
RPUSD4,ERM,-0.58615517
ARF6,ERM,0.73172684
TTC8,ERM,-2.498789104
CDX2,ERM,0.029170922
BEND7,ERM,0.596139545
TAF3,ERM,1.470765417
PDZD8,ERM,1.915496425
ZNF503,ERM,0.272304474
FAM175B,ERM,0.917523026
QSOX2,ERM,1.353351539
NSD1,ERM,0.790780397
SNAPC4,ERM,-0.505663095
PMPCA,ERM,-0.58304944
SDCCAG3,ERM,-0.035016919
TSC1,ERM,1.207718762
FAM69B,ERM,0.279688086
KIAA1462,ERM,0.86855068
ZNF219,ERM,-1.788335939
METTL3,ERM,-2.062754716
HSPA12A,ERM,0.806177988
TC2N,ERM,0.22648414
CPSF2,ERM,0.777440951
ARL5B,ERM,1.405467334
TAF1D,ERM,-1.480149188
HTRA1,ERM,-0.103355026
CEP57,ERM,0.037547435
JAM3,ERM,2.021694922
HIF1AN,ERM,0.016846879
ZFYVE19,ERM,0.420856815
FBN1,ERM,0.414785347
BAG5,ERM,0.636784094
GABRB3,ERM,2.236478195
SGPL1,ERM,2.054979458
FRS2,ERM,1.274843105
ZNF202,ERM,-0.664271648
STXBP4,ERM,0.747576436
CUL5,ERM,0.773922223
WBP1L,ERM,1.764081448
TRIM44,ERM,1.383331983
TPP1,ERM,-0.030201027
C11orf74,ERM,-2.113617956
TUB,ERM,0.530599611
RNF169,ERM,0.820199264
PRTG,ERM,1.799228162
TMEM41B,ERM,1.679864487
TMX3,ERM,1.799321016
WEE1,ERM,-0.112452263
ZNF3,ERM,-0.02739452
RIMKLB,ERM,-0.212130759
TMED3,ERM,0.264776633
NDEL1,ERM,0.493147595
BLCAP,ERM,0.55601627
CASC4,ERM,1.649198796
AP1G1,ERM,0.951387421
KIF7,ERM,-0.042779798
PEX11A,ERM,1.054795693
ZBTB39,ERM,0.511932971
TMEM194A,ERM,2.341727381
SMAD3,ERM,0.002227778
MAP1A,ERM,1.640129404
MBD6,ERM,0.067177503
PDIA3,ERM,0.715883148
ACSF2,ERM,-0.695777989
COQ4,ERM,-2.33481479
SLC27A4,ERM,1.238594046
CERCAM,ERM,0.002156888
DOLPP1,ERM,1.303876934
GPRC5B,ERM,2.310075507
CRK,ERM,0.754276482
FBXO22,ERM,0.145229127
TBC1D2B,ERM,0.749216672
CDK12,ERM,1.092389075
ENGASE,ERM,-0.712338572
TBC1D16,ERM,0.950134919
ENTHD2,ERM,-0.67795713
STIM1,ERM,1.700409527
IRGQ,ERM,0.897496961
PPP2R3B,ERM,-0.882550551
ZNF646,ERM,0.476339527
MIDN,ERM,0.054125951
MVD,ERM,-1.75131932
ANKRD11,ERM,1.0851378
SPATA33,ERM,-1.233997212
ZNF641,ERM,0.402731769
DHRS13,ERM,0.105105267
TP53I13,ERM,-0.135078394
KMT2D,ERM,1.001339553
C19orf55,ERM,0.475780765
LENG8,ERM,-1.238298138
ZNF146,ERM,0.535523953
ZNF444,ERM,-0.231028025
FAM57A,ERM,0.955200961
SLC43A2,ERM,1.086146946
SRR,ERM,0.570920114
GHDC,ERM,0.777845081
ITFG3,ERM,0.875070005
ZNF598,ERM,-0.282175319
E4F1,ERM,-0.891432798
ABCA3,ERM,1.117784621
SRRM2,ERM,0.785135619
LTBP3,ERM,0.402272282
SAC3D1,ERM,-0.211852857
SF1,ERM,-0.069639687
PAFAH1B2,ERM,0.756353197
ANKS3,ERM,-1.319598952
SETD5,ERM,0.809192868
HOOK3,ERM,2.002268872
RBPJ,ERM,0.366086784
TTC39C,ERM,0.143580879
KIF5C,ERM,1.343426822
MGAT2,ERM,1.344086995
BMI1,ERM,0.189713396
KCTD6,ERM,-0.841105601
TAP1,ERM,0.413345321
ING5,ERM,0.174729749
ATG4B,ERM,-0.623797785
SOGA2,ERM,0.707371247
SNRNP48,ERM,1.006483773
SLC20A2,ERM,0.862185235
TMUB2,ERM,1.304913028
STAT3,ERM,0.969088025
ADAM9,ERM,0.641679085
PKIG,ERM,-0.279117517
SEMA4C,ERM,0.788626439
CNNM3,ERM,0.977938672
TET2,ERM,0.979134765
TCTN2,ERM,0.726907623
TSPAN5,ERM,0.967829301
ZBTB5,ERM,-0.17008813
SNTB2,ERM,0.426376869
ZNF507,ERM,1.149306171
STX18,ERM,0.010089935
GFM1,ERM,-0.352719213
ANKRD49,ERM,0.194183038
MAT2A,ERM,-0.65617442
ZNF608,ERM,0.876587701
LETM1,ERM,0.080980392
TMEM129,ERM,0.21899114
FEM1B,ERM,1.113987187
HNRNPH1,ERM,-1.117773748
MECP2,ERM,0.566723264
UPF3A,ERM,-0.65896281
CHST14,ERM,0.688248672
PARM1,ERM,1.334408116
CSNK1G1,ERM,1.601382102
ZBTB43,ERM,0.414907482
GPRIN1,ERM,0.039496175
MRPL1,ERM,-0.446303043
SLC33A1,ERM,1.471019524
SDC2,ERM,1.188358454
MMGT1,ERM,1.490543104
CLIC4,ERM,0.887625288
CCDC8,ERM,0.064899843
INO80E,ERM,-1.207235161
DFFB,ERM,0.186482268
ANTXR1,ERM,1.736982118
CKAP2L,ERM,0.811503014
C15orf40,ERM,-0.599660905
HIC2,ERM,0.851541984
LUZP1,ERM,0.878616664
HEXDC,ERM,-0.940611938
LRRC45,ERM,-0.803993057
ASPSCR1,ERM,-1.06877708
TAPT1,ERM,1.367202301
CSGALNACT2,ERM,2.105747316
PCDH7,ERM,2.233848743
ROBO1,ERM,1.817074456
P2RY1,ERM,1.534934162
TPST1,ERM,1.03103426
TOR1AIP2,ERM,1.363345881
OTUD3,ERM,0.870929503
GUSB,ERM,-0.550390154
BRD3,ERM,0.480927076
MAP3K2,ERM,0.773670336
NLGN2,ERM,0.778805768
ALCAM,ERM,1.799440109
YWHAG,ERM,0.675883768
TMEM192,ERM,1.950668089
ZNF778,ERM,0.893396787
NIPA1,ERM,1.466786629
SIK2,ERM,0.665883948
RNF150,ERM,1.024069226
ZNF212,ERM,-1.034811663
FAM161A,ERM,0.505303115
CRTAP,ERM,0.753699126
PRDM10,ERM,0.899177079
FOS,ERM,-0.88048906
TMED10,ERM,1.422256163
SLC30A1,ERM,1.645664754
DNAJC18,ERM,1.902289774
RALGAPB,ERM,0.555393825
LONRF2,ERM,0.626155442
ELOVL6,ERM,1.399136812
ARL6IP1,ERM,1.320019078
CDH2,ERM,1.519508353
EMB,ERM,1.467322073
STAT2,ERM,0.245131475
TRABD,ERM,-1.003142103
POLH,ERM,0.4852712
KIF5B,ERM,1.340709959
AKAP13,ERM,0.669158741
CHCHD7,ERM,-0.370772263
GPR27,ERM,0.910394159
KBTBD2,ERM,1.219233995
KIAA0232,ERM,0.806293664
TMEM43,ERM,1.088673985
RNF139,ERM,1.208992264
PAQR8,ERM,0.99209881
TANC2,ERM,0.462321003
DNAJC24,ERM,0.329304356
HS6ST2,ERM,1.055210648
INSR,ERM,1.463216738
ATP6V0E2,ERM,0.211734007
ZNF692,ERM,-3.255634505
NETO2,ERM,0.862629875
NPTX1,ERM,1.135791891
FAM98B,ERM,-0.516761774
GAA,ERM,0.035167787
CANT1,ERM,1.931249305
CHST11,ERM,1.606343733
CLCN5,ERM,0.933942475
ZBTB26,ERM,0.19736875
ZNF562,ERM,0.208665373
ZNF318,ERM,0.992135222
WIPF2,ERM,1.205420065
LRRC8C,ERM,2.103665012
LRRC8D,ERM,0.938363844
ETFDH,ERM,-0.194256263
LPAR3,ERM,1.404066015
CLSTN1,ERM,1.28951636
BPTF,ERM,1.046892832
ATF7IP,ERM,0.811269193
TCEA2,ERM,-1.629992174
ANO5,ERM,2.062825399
MLLT3,ERM,1.196974692
PRNP,ERM,0.752875225
ZNF217,ERM,1.495406179
JMJD1C,ERM,1.056732918
THOP1,ERM,-0.85533299
ORMDL3,ERM,1.903126448
KLF11,ERM,0.201743406
MTBP,ERM,0.391150673
ZNF131,ERM,-0.245376081
BSG,ERM,0.510429276
CERS6,ERM,2.077266007
TP53RK,ERM,0.955283723
FAM195A,ERM,-2.918974006
GTPBP2,ERM,-0.365585118
ZNF24,ERM,0.851408454
MANEA,ERM,1.509431262
RAD9A,ERM,-1.341799864
FAM21C,ERM,-0.182063989
CORO1B,ERM,-1.140592255
LRRC20,ERM,0.456756097
NAA16,ERM,0.315631251
DCP2,ERM,0.71263407
CES3,ERM,-0.672999667
CES2,ERM,0.659168704
PDP2,ERM,0.374515006
SP3,ERM,0.618233238
METAP1D,ERM,-0.148637276
ZNF621,ERM,0.604215116
NADSYN1,ERM,-0.959113634
DHCR7,ERM,0.24554877
NBEA,ERM,1.176658562
ANKRD13D,ERM,-1.050665458
LCLAT1,ERM,2.376725862
TADA2B,ERM,1.059841322
HECTD4,ERM,0.121280357
ESRRA,ERM,-0.509877293
AHSA2,ERM,-1.423842485
VANGL1,ERM,1.492125695
IQCB1,ERM,-0.760410884
GOLGB1,ERM,1.684014152
TNKS,ERM,0.81701267
ZBTB21,ERM,0.308374337
STOX2,ERM,-0.431129998
DAG1,ERM,1.598894313
RNF26,ERM,1.141879391
PEAK1,ERM,0.979184032
TNFRSF10D,ERM,1.03565531
MOB1B,ERM,0.843776383
SNX33,ERM,0.63715117
CHD2,ERM,0.688522265
CCDC41,ERM,-0.246614388
PC,ERM,-0.211511791
SUSD5,ERM,1.846913521
HEG1,ERM,1.781637506
TOMM20,ERM,1.148820114
CNP,ERM,0.055247116
DPY19L1,ERM,1.966887429
ZNF791,ERM,0.807151721
PHC3,ERM,0.487922151
GOLIM4,ERM,1.100026156
XXYLT1,ERM,1.018651682
UBXN2A,ERM,0.741841848
CCS,ERM,-3.373821572
FAM3C2,ERM,0.969450467
CTSF,ERM,-0.98705066
MSRB3,ERM,1.247536172
LEMD3,ERM,0.848121596
RGMB,ERM,1.319377471
ZDHHC24,ERM,0.830401767
MGA,ERM,1.005430593
PIGG,ERM,0.104121509
ADCY6,ERM,1.60015329
ZBTB4,ERM,0.673099191
ZHX3,ERM,0.88235384
RALGAPA1,ERM,1.220893542
ATP2A2,ERM,1.527978382
CNTNAP2,ERM,1.250289644
DENND4A,ERM,0.405550588
MSL2,ERM,1.228695683
UGT8,ERM,1.475141504
ZNF266,ERM,0.889394422
SLC29A2,ERM,-0.036574439
BRSK2,ERM,0.192093729
B3GNT1,ERM,0.124046143
TMEM167A,ERM,0.848205053
CEP135,ERM,0.489032817
FZD4,ERM,1.236157625
PDE12,ERM,0.421447216
GLMN,ERM,-0.474859459
SEZ6L2,ERM,0.807432836
KLC2,ERM,-0.137129289
GK5,ERM,0.489727458
VCPIP1,ERM,1.129576862
PCCA,ERM,-0.167752083
GOLGA8A,ERM,-1.978428326
TP53I11,ERM,1.236827408
PHYKPL,ERM,-1.127056597
ARL10,ERM,1.650208018
CCDC14,ERM,-0.245844124
ALG10B,ERM,1.95985489
RAB6A,ERM,0.183774461
ERCC4,ERM,0.701618961
RMI2,ERM,-0.60179878
TOM1L2,ERM,0.681142516
MLXIP,ERM,0.880748934
SLC35E3,ERM,1.074921529
ARL4D,ERM,-0.015625697
LYSMD3,ERM,1.550919902
B3GALT6,ERM,1.55608136
MBLAC2,ERM,0.512718518
TPRN,ERM,0.273632371
YES1,ERM,1.324141967
TMEM39A,ERM,1.552081648
CCDC57,ERM,-0.96344959
FOXG1,ERM,-0.559974117
ATAD5,ERM,0.983317479
ANAPC2,ERM,-1.168700173
SPRYD4,ERM,-1.589401652
CLK2,ERM,-1.21295221
LPCAT4,ERM,-0.348563081
B3GNT5,ERM,1.327474759
LMNB2,ERM,0.416381799
RMDN1,ERM,0.054272725
ACSF3,ERM,-0.772755193
ANKLE2,ERM,1.5642474
NFATC2IP,ERM,-0.269766329
SMCR8,ERM,1.294258992
MTX3,ERM,1.050128223
FBXO46,ERM,1.141444116
WDR73,ERM,-0.747373826
ANO6,ERM,0.914660425
ZBTB34,ERM,0.862106618
FAM210A,ERM,1.181615905
ULK1,ERM,-0.108303444
RPS6KA3,ERM,0.347312471
PUS1,ERM,-0.65769913
CHD9,ERM,0.668254868
PDDC1,ERM,0.063368432
TOP3A,ERM,0.940393566
NR2C2,ERM,0.50753783
ZBTB33,ERM,0.926276657
SLC25A22,ERM,-0.177029885
PIDD,ERM,-0.987454945
GBA,ERM,1.189216523
IL17RA,ERM,1.858510444
THAP5,ERM,1.012265679
PVRL3,ERM,1.192600366
KIAA0195,ERM,0.535805872
SOX12,ERM,-0.110510421
CHID1,ERM,0.499925499
ZNF518A,ERM,1.111205206
ZBTB41,ERM,1.00261227
DMAP1,ERM,-0.984075475
C2orf69,ERM,0.773312
SH2B1,ERM,0.114917902
KDELC2,ERM,1.098637126
GALNT11,ERM,0.521235542
WDR6,ERM,-0.627959285
GEN1,ERM,-0.052467331
GLDC,ERM,0.154415135
CTNNBIP1,ERM,-0.27949337
ERN1,ERM,1.805212496
KCTD12,ERM,1.212719764
DHFRL1,ERM,1.8208153
FAM132B,ERM,1.592143973
FAM219B,ERM,-0.80896012
DPY19L3,ERM,1.292861803
PFAS,ERM,-1.175628149
C17orf62,ERM,0.277569807
ZBTB7A,ERM,1.088488853
SPTY2D1,ERM,1.009787393
FUCA1,ERM,0.33027176
CALR,ERM,0.732540058
LDLRAD3,ERM,1.252817075
CLK3,ERM,-0.731711043
PACS2,ERM,0.250045429
ELMOD2,ERM,2.027785524
FJX1,ERM,1.485816716
ZBTB18,ERM,1.169244967
GCC1,ERM,0.986017728
PLD6,ERM,1.523717761
CDC42EP4,ERM,0.509602957
PCBP1-AS1,ERM,-0.592803735
MYADM,ERM,1.344860238
SERTAD2,ERM,1.413971628
BBS10,ERM,0.361888456
SOCS4,ERM,0.969754807
ZADH2,ERM,-0.345083974
EXOC3,ERM,0.308883572
C7orf41,ERM,0.635757218
ZNF609,ERM,0.555032824
CCDC66,ERM,0.608174587
MCFD2,ERM,2.084480944
GAS1,ERM,1.230449228
FAM73A,ERM,2.20631738
NRIP1,ERM,1.542997568
PCGF5,ERM,0.900201463
YOD1,ERM,0.568905133
SLC36A4,ERM,0.982688052
ZDHHC20,ERM,2.131633208
PSMG4,ERM,-1.654573814
PDIA3P,ERM,0.450980712
CUEDC1,ERM,-0.843378264
KCTD2,ERM,0.570061499
